row_id,instruction,intent,category,flags,dup_group,split,is_representative,is_exact_duplicate
5260,need assistance to see your accepted payment options,check_payment_methods,PAYMENT,BLQ,2497,train,False,False
5261,how to check your accepted payment modalities?,check_payment_methods,PAYMENT,BIL,2662,train,True,False
5262,I am trying to check the accepted payment modalities,check_payment_methods,PAYMENT,BL,2479,train,False,False
5263,could you tell me the fucking payment modalities?,check_payment_methods,PAYMENT,BILPW,2663,train,True,False
5264,"I have to see your available payment options, I need help",check_payment_methods,PAYMENT,BCL,2571,train,False,False
5265,i need assistance seeing ur allowed payment options,check_payment_methods,PAYMENT,BLQ,2542,train,False,False
5266,I'm trying to check the payment modalities,check_payment_methods,PAYMENT,BLQ,2664,train,True,False
5267,can you tell me your available payment methods?,check_payment_methods,PAYMENT,BIL,2665,train,True,False
5268,I do not know how to see the available payment modalities,check_payment_methods,PAYMENT,BEL,2489,train,False,False
5269,I want assistance seeing your payment options,check_payment_methods,PAYMENT,BL,2666,val,True,False
5270,where to check what payment payment modalities are available,check_payment_methods,PAYMENT,BILQ,2489,train,False,False
5271,i dont know how to list ur payment methods,check_payment_methods,PAYMENT,BLQ,2667,test,False,False
5272,check payment options,check_payment_methods,PAYMENT,BKL,2668,train,False,False
5273,I need assistance listing the allowed payment modalities,check_payment_methods,PAYMENT,BL,2549,train,True,False
5274,can you help me checking your accepted payment modalities?,check_payment_methods,PAYMENT,BIL,2479,train,False,False
5275,is it possible to check ur allowed payment modalities,check_payment_methods,PAYMENT,BILQ,2616,train,True,False
5276,can ya show me the payment methods,check_payment_methods,PAYMENT,BILQ,2669,train,True,False
5277,can I check your fucking accepted payment options?,check_payment_methods,PAYMENT,BILW,2670,test,True,False
5278,I don't know how to check the payment methods,check_payment_methods,PAYMENT,BL,2671,train,True,False
5279,"I have to check your payment options, can you help me?",check_payment_methods,PAYMENT,BCIL,2672,train,True,False
5280,want help seeing ur accepted payment metjods,check_payment_methods,PAYMENT,BLQZ,2673,train,True,False
5281,tell me ur alowed payment options,check_payment_methods,PAYMENT,BLQZ,2674,train,True,False
5282,assistance to list the payment options,check_payment_methods,PAYMENT,BL,2675,train,True,False
5283,I want help seeing your payment methods,check_payment_methods,PAYMENT,BL,2676,train,True,False
5284,i have to list ur accepted payment options how to do it,check_payment_methods,PAYMENT,BCILQ,2516,train,True,False
5285,i have got to list ur accepted payment options can uhelp me,check_payment_methods,PAYMENT,BCILQ,2677,val,True,False
5286,list your accepted payment options,check_payment_methods,PAYMENT,BL,2516,train,False,False
5287,assistance to see your available payment options,check_payment_methods,PAYMENT,BL,2475,train,False,False
5288,where do I see what payment methods are accepted?,check_payment_methods,PAYMENT,BIL,2613,train,False,False
5289,"I want to list the payment methods, can I get some help?",check_payment_methods,PAYMENT,BCIL,2678,train,True,False
5290,i want help listing ur payment options,check_payment_methods,PAYMENT,BLQ,2679,test,True,False
5291,wanna list ur payment options could i get some help,check_payment_methods,PAYMENT,BCILPQZ,2680,train,True,False
5292,i want help listing ur available payment methods,check_payment_methods,PAYMENT,BLQ,2531,train,False,False
5293,"I have got to list the payment modalities, help mne",check_payment_methods,PAYMENT,BCLZ,2681,train,True,False
5294,how to list ur accepted payment methodd,check_payment_methods,PAYMENT,BILQZ,2682,train,True,False
5295,wanna list the payment modalities can ya help me,check_payment_methods,PAYMENT,BCILQ,2683,train,True,False
5296,I want assistance to see your accepted payment modalities,check_payment_methods,PAYMENT,BL,2479,train,False,False
5297,i have to list thye available payment modalities,check_payment_methods,PAYMENT,BLQZ,2489,train,False,False
5298,what do i have to do to list ur allowed payment options,check_payment_methods,PAYMENT,BILQ,2684,val,True,False
5299,"I have to list your available payment options, I need help",check_payment_methods,PAYMENT,BCL,2571,train,True,False
5300,how do i check what goddamn payment methods are lalowed,check_payment_methods,PAYMENT,BILQWZ,2685,test,True,False
5301,I am trying to list your payment modalities,check_payment_methods,PAYMENT,BL,2686,val,True,False
5302,I do not know how I can check the payment options,check_payment_methods,PAYMENT,BEL,2687,val,True,False
5303,how to list ur accepted payment modalities,check_payment_methods,PAYMENT,BILQ,2479,train,False,False
5304,is it possible to ceck the allowed payment options,check_payment_methods,PAYMENT,BILQZ,2688,train,True,False
5305,i dont know what i have to do to sde ur payment options,check_payment_methods,PAYMENT,BLQZ,2689,train,True,False
5306,how can i see ur allowed payment methods,check_payment_methods,PAYMENT,BILQ,2543,train,False,False
5307,i do not know how i can see ur payhment options,check_payment_methods,PAYMENT,BELQZ,2690,train,True,False
5308,I try to check what payment methods are allowed,check_payment_methods,PAYMENT,BL,2691,test,True,False
5309,"I have got to check your allowed payment modalities, help me",check_payment_methods,PAYMENT,BCL,2465,train,False,False
5310,I'm trying to list the payment options,check_payment_methods,PAYMENT,BLQ,2692,train,True,False
5311,how could I see your bloody accepted payment modalities?,check_payment_methods,PAYMENT,BILPW,2693,train,True,False
5312,I want assistance to list your payment modalities,check_payment_methods,PAYMENT,BL,2631,train,False,False
5313,can you help me see whzt payment options are allowed?,check_payment_methods,PAYMENT,BILZ,2694,train,True,False
5314,i want assistance to see ur allowed payment options,check_payment_methods,PAYMENT,BLQZ,2542,train,False,False
5315,I try to list the accepted payment options,check_payment_methods,PAYMENT,BL,2516,train,False,False
5316,i need assistance checking ur allowed payment modalities,check_payment_methods,PAYMENT,BLQ,2514,train,False,False
5317,I don't know how I can see the available payment modalities,check_payment_methods,PAYMENT,BL,2489,train,False,False
5318,i have got to list the available payment methods,check_payment_methods,PAYMENT,BLQ,2523,train,False,False
5319,I want to check the available payment methods,check_payment_methods,PAYMENT,BL,2523,train,False,False
5320,assistance seeing what payment payment modalitiesare allowed,check_payment_methods,PAYMENT,BLZ,2695,test,True,False
5321,"I have got to check your payment methods, I need assistance",check_payment_methods,PAYMENT,BCL,2611,train,True,False
5322,want assistance to see what payment methods you accept,check_payment_methods,PAYMENT,BLQ,2598,train,False,False
5323,I need to check the available payment modalities,check_payment_methods,PAYMENT,BL,2489,train,False,False
5324,I want help seeing the allowed payment options,check_payment_methods,PAYMENT,BL,2542,train,False,False
5325,where to see what payment options are available?,check_payment_methods,PAYMENT,BIL,2696,train,True,False
5326,check the available payment options,check_payment_methods,PAYMENT,BL,2475,train,False,False
5327,want assistance to check your accepted payment options,check_payment_methods,PAYMENT,BLQ,2497,train,False,False
5328,"I have to list the payment options, will you help me?",check_payment_methods,PAYMENT,BCILP,2697,test,True,False
5329,where can I list your accepted payment options?,check_payment_methods,PAYMENT,BIL,2544,train,False,False
5330,assistance to check the accepted payment modalities,check_payment_methods,PAYMENT,BL,2479,train,False,False
5331,how do I check the bloody available payment modalities?,check_payment_methods,PAYMENT,BILW,2698,train,True,False
5332,how to see ur allowed payment modalities,check_payment_methods,PAYMENT,BILQ,2470,val,False,False
5333,I wantto see what payment options are accepted,check_payment_methods,PAYMENT,BLZ,2699,train,True,False
5334,I want help to list the allowed payment options,check_payment_methods,PAYMENT,BL,2587,train,False,False
5335,see the allowed paymnet modalities,check_payment_methods,PAYMENT,BLZ,2700,train,True,False
5336,I need to see your available payment options,check_payment_methods,PAYMENT,BL,2475,train,False,False
5337,I need help to list the accepted payment options,check_payment_methods,PAYMENT,BL,2516,train,False,False
5338,I want assistance seeing the allowed payment options,check_payment_methods,PAYMENT,BL,2542,train,False,False
5339,how can I check the available payment modalities?,check_payment_methods,PAYMENT,BIL,2489,train,False,False
5340,I don't know how I can list the accepted payment methods,check_payment_methods,PAYMENT,BL,2701,train,False,False
5341,want assistance seeing ur payment methods,check_payment_methods,PAYMENT,BLQ,2536,train,False,False
5342,could you help me to see what payment methods are accepted?,check_payment_methods,PAYMENT,BILP,2702,train,True,False
5343,could I see the goddamn available payment methods?,check_payment_methods,PAYMENT,BILPW,2703,train,True,False
5344,assistance to check your accepted payment methods,check_payment_methods,PAYMENT,BL,2477,val,False,False
5345,can ya help me to see ur allowed payment methods,check_payment_methods,PAYMENT,BILQ,2543,train,False,False
5346,I am trying to list your available payment methods,check_payment_methods,PAYMENT,BL,2704,train,True,False
5347,what do i have to do to see the available payment modalities,check_payment_methods,PAYMENT,BILQ,2489,train,False,False
5348,need help to check the available payment modalities,check_payment_methods,PAYMENT,BLQ,2489,train,False,False
5349,"I need t see the accepted payment options, will you help me?",check_payment_methods,PAYMENT,BCILPZ,2705,train,True,False
5350,help to list the accepted payment options,check_payment_methods,PAYMENT,BL,2516,train,False,False
5351,want help to check ur payment methods,check_payment_methods,PAYMENT,BLQ,2488,test,False,False
5352,help me to list ur available payment options,check_payment_methods,PAYMENT,BLQ,2527,train,False,False
5353,seeing available payment methods,check_payment_methods,PAYMENT,BKL,2706,test,True,False
5354,where can I see what payment methods are accepted?,check_payment_methods,PAYMENT,BIL,2613,train,False,False
5355,can you help me seeing your accepted payment options?,check_payment_methods,PAYMENT,BIL,2544,train,False,False
5356,what are the payment payment modalities allowed?,check_payment_methods,PAYMENT,BIL,2707,train,False,False
5357,I want help to see your available payment modalities,check_payment_methods,PAYMENT,BL,2489,train,False,False
5358,"I have got to list the payment options, how can I do it?",check_payment_methods,PAYMENT,BCIL,2708,train,True,False
5359,I am trying to see the allowed payment methods,check_payment_methods,PAYMENT,BL,2492,train,False,False
5360,want assistance to see what payment options uaccept,check_payment_methods,PAYMENT,BLQ,2709,val,True,False
5361,can you help me see the accepted payment methods?,check_payment_methods,PAYMENT,BIL,2500,train,False,False
5362,what do I have to do to see what payment options you accept?,check_payment_methods,PAYMENT,BIL,2501,test,True,False
5363,can you help me listing your allowed payment modalities?,check_payment_methods,PAYMENT,BIL,2470,val,False,False
5364,what payment methods are accepted,check_payment_methods,PAYMENT,BILQ,2477,val,False,False
5365,need assistance checking ur allowed payment options,check_payment_methods,PAYMENT,BLQ,2542,train,False,False
5366,want assistance listing the accepted payment modalities,check_payment_methods,PAYMENT,BLQ,2479,train,False,False
5367,I want assistance to check your allowed payment options,check_payment_methods,PAYMENT,BL,2542,train,True,False
5368,I want assistance checking the available payment options,check_payment_methods,PAYMENT,BL,2471,val,False,False
5369,where to check what payment methods are allowed ?,check_payment_methods,PAYMENT,BILZ,2691,test,False,False
5370,I have to check the payment optiins,check_payment_methods,PAYMENT,BLZ,2710,train,True,False
5371,can I see what payment methods are available?,check_payment_methods,PAYMENT,BIL,2609,val,True,False
5372,help me see what payment payment modalities are accepted,check_payment_methods,PAYMENT,BL,2479,train,False,False
5373,i have to check the payment methods,check_payment_methods,PAYMENT,BLQ,2488,test,False,False
5374,"I have got to see your payment modalities, will you help me?",check_payment_methods,PAYMENT,BCILP,2711,train,True,False
5375,were can i see the allowed payment modalities,check_payment_methods,PAYMENT,BILQZ,2712,train,True,False
5376,i don know what to do to see the payment modalities,check_payment_methods,PAYMENT,BLQZ,2713,val,True,False
5377,how do I see the allowed payment methods?,check_payment_methods,PAYMENT,BIL,2506,val,False,False
5378,whree to check what payment methods are available?,check_payment_methods,PAYMENT,BIZ,2714,val,True,False
5379,I need help checking the allowed payment options,check_payment_methods,PAYMENT,BLZ,2528,val,False,False
5380,I do not know how I can see your payment modalities,check_payment_methods,PAYMENT,BEL,2715,train,True,False
5381,i try to check whatr payment methods uaccept,check_payment_methods,PAYMENT,BQZ,2716,val,True,False
5382,I need help to check your allowed payment options,check_payment_methods,PAYMENT,BL,2542,train,False,False
5383,I need help checking your payment modalities,check_payment_methods,PAYMENT,BL,2717,train,True,False
5384,help me checking the allowed payment options,check_payment_methods,PAYMENT,BL,2528,val,False,False
5385,can uhelp me check the bloody allowed paymentmethods,check_payment_methods,PAYMENT,BILQWZ,2718,train,True,False
5386,I want to list your allowed payment modalities,check_payment_methods,PAYMENT,BL,2470,val,False,False
5387,could you help me to check your payment modalities?,check_payment_methods,PAYMENT,BILP,2719,test,True,False
5388,can you help me seeing what payment methods are allowed?,check_payment_methods,PAYMENT,BIL,2720,val,True,False
5389,can I see your available payment methods?,check_payment_methods,PAYMENT,BIL,2520,train,False,False
5390,I am trying to see the accepted payment methods,check_payment_methods,PAYMENT,BL,2491,test,False,False
5391,how can i list the allowed paymet methods,check_payment_methods,PAYMENT,BILQZ,2721,test,True,False
5392,can ya help me listing the available payment methods,check_payment_methods,PAYMENT,BILQ,2531,train,False,False
5393,assistance to list your acepted payment modalities,check_payment_methods,PAYMENT,BLZ,2722,train,True,False
5394,want help to check the accepted payment options,check_payment_methods,PAYMENT,BLQ,2497,train,False,False
5395,I don't know how I can see your payment methods,check_payment_methods,PAYMENT,BL,2723,train,True,False
5396,help seeing what payment methods you accept,check_payment_methods,PAYMENT,BL,2724,train,True,False
5397,"I have got to list your bloody payment options, I need help",check_payment_methods,PAYMENT,BCLW,2725,val,True,False
5398,"I have got to check the payment options, how do I do it?",check_payment_methods,PAYMENT,BCIL,2726,test,True,False
5399,I need help to see the available payment methods,check_payment_methods,PAYMENT,BL,2523,train,False,False
5400,I try to list your payment methods,check_payment_methods,PAYMENT,BL,2727,train,True,False
5401,how to list the allowed payment modalities?,check_payment_methods,PAYMENT,BIL,2470,val,False,False
5402,where to check the accepted payment options?,check_payment_methods,PAYMENT,BIL,2728,train,True,False
5403,tell available payment modalities,check_payment_methods,PAYMENT,BKL,2489,train,False,False
5404,I want to see the accepted payment methods,check_payment_methods,PAYMENT,BL,2477,val,False,False
5405,I want to see what payment options are availabl,check_payment_methods,PAYMENT,BLZ,2729,train,True,False
5406,wanna check the available payment options help me,check_payment_methods,PAYMENT,BCLQ,2730,train,True,False
5407,how do i see ur accepted paument methods,check_payment_methods,PAYMENT,BILQZ,2731,train,True,False
5408,i want help listing u payment methods,check_payment_methods,PAYMENT,BLQZ,2588,train,True,False
5409,assistance checking your accepted payment modalities,check_payment_methods,PAYMENT,BL,2479,train,False,False
5410,I have to see your allowed payment methods,check_payment_methods,PAYMENT,BL,2732,train,True,False
5411,help to see your accepted paymentt methods,check_payment_methods,PAYMENT,BLZ,2733,train,True,False
5412,I want help checking your allowed payment methods,check_payment_methods,PAYMENT,B,2543,train,False,False
5413,i need help checking what payment methods are accepted,check_payment_methods,PAYMENT,BLQ,2534,train,False,False
5414,I want to check your payment modalities,check_payment_methods,PAYMENT,BL,2558,val,False,False
5415,I need assistance checking what payment options you accept,check_payment_methods,PAYMENT,BL,2597,train,False,False
5416,check accepted payment methoxs,check_payment_methods,PAYMENT,BKLZ,2734,test,True,False
5417,i want help to see ur available payment methods,check_payment_methods,PAYMENT,BLQ,2523,train,True,False
5418,how to check what payment options are accepted,check_payment_methods,PAYMENT,BILQ,2735,train,True,False
5419,"I have got to see the allowed payment modalities, help me",check_payment_methods,PAYMENT,BCL,2465,train,False,False
5420,how can I see what payment payment modalities are allowed?,check_payment_methods,PAYMENT,BIL,2707,train,True,False
5421,could you help me list your accepted payment modalities?,check_payment_methods,PAYMENT,BILP,2479,train,False,False
5422,how can I check what payment methods are accepted?,check_payment_methods,PAYMENT,BIL,2613,train,False,False
5423,where can I list the accepted payment options?,check_payment_methods,PAYMENT,BIL,2544,train,False,False
5424,is it possible to see the payment modalities?,check_payment_methods,PAYMENT,BIL,2736,train,True,False
5425,how can I check the payment modalities?,check_payment_methods,PAYMENT,BIL,2562,train,False,False
5426,i want assistance to list the allowed payment methods,check_payment_methods,PAYMENT,BLQ,2737,train,False,False
5427,want help listing ur allowed payment methods,check_payment_methods,PAYMENT,BLQ,2513,val,False,False
5428,help me see your accepted payment methods,check_payment_methods,PAYMENT,BL,2477,val,False,False
5429,where could I see what payment options you accept?,check_payment_methods,PAYMENT,BILP,2738,test,True,False
5430,help me to see your available payment modalities,check_payment_methods,PAYMENT,BL,2489,train,False,False
5431,I need assistance seeing the allowed payment modalities,check_payment_methods,PAYMENT,BL,2470,val,False,False
5432,assistance seeing your allowed payment methods,check_payment_methods,PAYMENT,BL,2739,train,True,False
5433,where can i check the allowed payment modalities,check_payment_methods,PAYMENT,BILQ,2470,val,False,False
5434,want assistance to see your allowed payment options,check_payment_methods,PAYMENT,BLQ,2542,train,False,False
5435,i do not know what i need to do to list ur payment methods,check_payment_methods,PAYMENT,BELQ,2494,train,True,False
5436,I would like to list the payment modalities,check_payment_methods,PAYMENT,BLP,2740,train,True,False
5437,i do not knwo how to see the payment methods,check_payment_methods,PAYMENT,BELQZ,2741,train,True,False
5438,I have got to see what payment options you accept,check_payment_methods,PAYMENT,BL,2742,val,True,False
5439,need assistance seeing your accepted payment modalities,check_payment_methods,PAYMENT,BLQ,2479,train,False,False
5440,"I need to list the payment options, how could I do it?",check_payment_methods,PAYMENT,BCILP,2743,train,True,False
5441,can you showme the accepted payment modalities?,check_payment_methods,PAYMENT,BILZ,2744,train,True,False
5442,need help to see what payment options are allowed,check_payment_methods,PAYMENT,BLQZ,2528,val,True,False
5443,I do not know how I can list the available payment optrions,check_payment_methods,PAYMENT,BELZ,2745,val,True,False
5444,can ya help me seieng ur allowed payment methods,check_payment_methods,PAYMENT,BILQZ,2543,train,False,False
5445,assistance to see your allowed payment options,check_payment_methods,PAYMENT,BL,2542,train,False,False
5446,can you show me what payment methods are allowed ?,check_payment_methods,PAYMENT,BILZ,2746,train,True,False
5447,need help listing ur payment modalities,check_payment_methods,PAYMENT,BLQ,2570,train,False,False
5448,I have got to check the fucking accepted payment methods,check_payment_methods,PAYMENT,BLW,2747,val,True,False
5449,can i see what payment payment modalities are available,check_payment_methods,PAYMENT,BILQ,2489,train,False,False
5450,what do i have to do to list the accepted payment options,check_payment_methods,PAYMENT,BILQ,2516,train,False,False
5451,can ya help me lits the available payment options,check_payment_methods,PAYMENT,BILQZ,2748,train,True,False
5452,can ya help me see the accepted payment modalities,check_payment_methods,PAYMENT,BILQ,2479,train,True,False
5453,help to check the available payment methods,check_payment_methods,PAYMENT,BL,2523,train,False,False
5454,how could I see what payment payment modalities are allowed?,check_payment_methods,PAYMENT,BILP,2707,train,False,False
5455,i do not know how i can see the avalable payment methods,check_payment_methods,PAYMENT,BELQZ,2749,test,True,False
5456,where can I list the payment options?,check_payment_methods,PAYMENT,BIL,2750,train,False,False
5457,can you help me seeing the accetped payment methods?,check_payment_methods,PAYMENT,BILZ,2751,train,True,False
5458,I don't know what to do to see the available payment methods,check_payment_methods,PAYMENT,BL,2752,train,True,False
5459,where do I list the available payment options?,check_payment_methods,PAYMENT,BIL,2753,test,True,False
5460,"I want to list the allowed payment methods, how to do it?",check_payment_methods,PAYMENT,BCIL,2754,train,True,False
5461,help me to list the allowed payment modalities,check_payment_methods,PAYMENT,BL,2470,val,False,False
5462,list accepted payment methods,check_payment_methods,PAYMENT,BKL,2477,val,False,False
5463,can you tell me your allowed payment modalities?,check_payment_methods,PAYMENT,BIL,2755,train,False,False
5464,I try to check what payment options are allowed,check_payment_methods,PAYMENT,BL,2528,val,False,False
5465,see your payment methods,check_payment_methods,PAYMENT,BL,2464,train,False,False
5466,how to check what payment options are available,check_payment_methods,PAYMENT,BILQ,2475,train,False,False
5467,I don't know what to do to see the allowed payment methods,check_payment_methods,PAYMENT,BL,2543,train,False,False
5468,I do not know how to see the available payment methods,check_payment_methods,PAYMENT,BEL,2523,train,False,False
5469,I do not knwo how I can list the accepted payment options,check_payment_methods,PAYMENT,BELZ,2756,val,True,False
5470,where do I see what bloody payment methods are available?,check_payment_methods,PAYMENT,BILW,2757,train,True,False
5471,how do I see your allowed payment optgions?,check_payment_methods,PAYMENT,BILZ,2758,train,True,False
5472,check the allowed payment options,check_payment_methods,PAYMENT,BL,2542,train,False,False
5473,how to see what payment methods are available,check_payment_methods,PAYMENT,BILQ,2523,train,False,False
5474,I am trying to see the accepted payment options,check_payment_methods,PAYMENT,BL,2759,val,True,False
5475,I have to list your accepted payment methods,check_payment_methods,PAYMENT,BL,2477,val,False,False
5476,tell me what payment options are available,check_payment_methods,PAYMENT,BL,2760,train,True,False
5477,is it possible to check the allowed paymentmodalities,check_payment_methods,PAYMENT,BILQZ,2761,test,True,False
5478,need to see the payment potions how to do it,check_payment_methods,PAYMENT,BCILQZ,2762,train,True,False
5479,"I have to check the payment methods, how can I do it?",check_payment_methods,PAYMENT,BCIL,2485,train,False,False
5480,how to see your allowed payment options?,check_payment_methods,PAYMENT,BIL,2763,test,True,False
5481,"I have got to list the damn payment methods, how to do it?",check_payment_methods,PAYMENT,BCILW,2764,train,True,False
5482,"I have got to see the allowed payment methods, how to do it?",check_payment_methods,PAYMENT,BCIL,2765,train,True,False
5483,listing available payment modalities,check_payment_methods,PAYMENT,BKL,2766,train,True,False
5484,i need assistance to check the allowed payment options,check_payment_methods,PAYMENT,BLQ,2542,train,False,False
5485,ned assistance checking ur available payment methods,check_payment_methods,PAYMENT,BLQZ,2767,val,True,False
5486,help me to list ur fucking payment modalities,check_payment_methods,PAYMENT,BLQW,2768,test,True,False
5487,wana see the allowed payment modalities how can i do it,check_payment_methods,PAYMENT,BCILQZ,2769,train,True,False
5488,I want assistance checking the payment modalities,check_payment_methods,PAYMENT,BL,2584,test,False,False
5489,check the payment options,check_payment_methods,PAYMENT,BL,2668,train,True,False
5490,how to se your available payment modalities?,check_payment_methods,PAYMENT,BILZ,2489,train,False,False
5491,can ya help me to check what payment methods ya accept,check_payment_methods,PAYMENT,BIQ,2770,train,False,False
5492,whhere to see the allowed payment modalities,check_payment_methods,PAYMENT,BILQZ,2470,val,False,False
5493,i dont know how to check the payment methods,check_payment_methods,PAYMENT,BLQ,2771,train,True,False
5494,I want to list the payment methods,check_payment_methods,PAYMENT,BL,2772,test,True,False
5495,is it possible to see the available payment options,check_payment_methods,PAYMENT,BILQ,2773,train,True,False
5496,assistance to list your paymernt modalities,check_payment_methods,PAYMENT,BLZ,2774,test,True,False
5497,help listing your payment modalities,check_payment_methods,PAYMENT,BL,2570,train,False,False
5498,show me the payment methods,check_payment_methods,PAYMENT,BL,2669,train,False,False
5499,need assistance seeing ur available payment methods,check_payment_methods,PAYMENT,BLQ,2523,train,False,False
5500,wanna see the payment methods help me,check_payment_methods,PAYMENT,BCLQZ,2775,train,True,False
5501,how can I check what payment methods are allowed?,check_payment_methods,PAYMENT,BIL,2546,train,False,False
5502,see your available payment options,check_payment_methods,PAYMENT,BL,2475,train,False,False
5503,i need assistance to check the accepted payment modalities,check_payment_methods,PAYMENT,BLQ,2479,train,False,False
5504,can you help me listing your allowed payment methods?,check_payment_methods,PAYMENT,BIL,2776,train,True,False
5505,what do I have to do to list the allowed payment methods?,check_payment_methods,PAYMENT,BIL,2506,val,False,False
5506,I need assistance seeing your available payment methods,check_payment_methods,PAYMENT,BL,2523,train,False,False
5507,I'm trying to check what payment options are available,check_payment_methods,PAYMENT,BLQ,2777,train,True,False
5508,i have got to list the accepted payment methods how to do it,check_payment_methods,PAYMENT,BCILQ,2477,val,False,False
5509,I want help seeing what payment options are allowed,check_payment_methods,PAYMENT,BL,2542,train,False,False
5510,is it possible to check hwat payment methods ya accept,check_payment_methods,PAYMENT,BIQZ,2778,test,True,False
5511,I have to list your goddamn available payment modalities,check_payment_methods,PAYMENT,BLW,2779,train,True,False
5512,can ya help me see what payment options ya accept,check_payment_methods,PAYMENT,BILQ,2780,test,True,False
5513,I need assistance to list the available payment options,check_payment_methods,PAYMENT,BL,2781,train,True,False
5514,"I have to list your allowed payment options, how do I do it?",check_payment_methods,PAYMENT,BCIL,2625,train,False,False
5515,wanna check what payment methods uaccept,check_payment_methods,PAYMENT,BQ,2782,val,True,False
5516,help me see your allowed payment options,check_payment_methods,PAYMENT,BL,2542,train,False,False
5517,"I have to se what payment methods you accept, I need help",check_payment_methods,PAYMENT,BCLZ,2783,train,True,False
5518,want help to list ru payment modalities,check_payment_methods,PAYMENT,BLQZ,2784,train,True,False
5519,where can I list your available payment modalities?,check_payment_methods,PAYMENT,BIL,2489,train,False,False
5520,can you help me list the accepted payment options?,check_payment_methods,PAYMENT,BIL,2544,train,False,False
5521,how to check what payment payment modalities ya accrpt,check_payment_methods,PAYMENT,BILQZ,2785,train,True,False
5522,"I need to see your payment modalities, how can I do it?",check_payment_methods,PAYMENT,BCIL,2786,train,True,False
5523,i need assistance to see the allowed payment modalities,check_payment_methods,PAYMENT,BLQ,2470,val,False,False
5524,I don't know how to check the available payment methods,check_payment_methods,PAYMENT,BL,2752,train,False,False
5525,need to see the allowed payment options can uhelp me,check_payment_methods,PAYMENT,BCILQ,2787,train,True,False
5526,help me check the accepted payment modalities,check_payment_methods,PAYMENT,BL,2479,train,False,False
5527,need help to check the available payment modaliites,check_payment_methods,PAYMENT,BLQZ,2788,train,True,False
5528,can you help me to see your allowed payment modalities?,check_payment_methods,PAYMENT,BIL,2755,train,False,False
5529,how can i check ur allowed payment modalities,check_payment_methods,PAYMENT,BILQ,2470,val,False,False
5530,help me seeing your allowed payment modalities,check_payment_methods,PAYMENT,BL,2470,val,False,False
5531,how to check what payment payment modalities are accepted?,check_payment_methods,PAYMENT,BIL,2552,train,True,False
5532,help to see the accepted payment options,check_payment_methods,PAYMENT,BL,2497,train,False,False
5533,wanna see ur payment modalities will yahelp me,check_payment_methods,PAYMENT,BCILPQZ,2789,train,True,False
5534,assistance to see your accepted payment methods,check_payment_methods,PAYMENT,BL,2477,val,False,False
5535,where could I see your payment modalities?,check_payment_methods,PAYMENT,BILP,2790,train,True,False
5536,seeing accepted payment modalities,check_payment_methods,PAYMENT,BKL,2479,train,False,False
5537,I need help checking what payment methods are allowed,check_payment_methods,PAYMENT,BL,2543,train,False,False
5538,how to see what payment options you accept?,check_payment_methods,PAYMENT,BIL,2501,test,False,False
5539,can I list your allowed payment modalities?,check_payment_methods,PAYMENT,BIL,2470,val,False,False
5540,I don't know how I could list your payment modalities,check_payment_methods,PAYMENT,BLP,2791,train,True,False
5541,"I have got to see the payment opitons, how to do it?",check_payment_methods,PAYMENT,BCILZ,2792,train,True,False
5542,I want help to see the payment methods,check_payment_methods,PAYMENT,BL,2793,train,True,False
5543,I want assistance to list your accetped payment modalities,check_payment_methods,PAYMENT,BLZ,2794,train,True,False
5544,help me checking the available payment options,check_payment_methods,PAYMENT,BL,2795,train,True,False
5545,i dont know how to see ur available payment modalities,check_payment_methods,PAYMENT,BLQ,2489,train,False,False
5546,assistance to see what payment methods are accepted,check_payment_methods,PAYMENT,BL,2477,val,False,False
5547,i dont know how i can see the available payment options,check_payment_methods,PAYMENT,BLQ,2796,train,True,False
5548,can you tell me the available payment options?,check_payment_methods,PAYMENT,BIL,2797,val,True,False
5549,i want assistance to list the allowed payment modalitiess,check_payment_methods,PAYMENT,BLQZ,2798,train,True,False
5550,i want help listing the available payment options,check_payment_methods,PAYMENT,BLQ,2539,val,False,False
5551,can i check what payment options ya accept,check_payment_methods,PAYMENT,BILQ,2799,train,True,False
5552,"I need to see your available payment methods, how to do it?",check_payment_methods,PAYMENT,BCIL,2800,train,True,False
5553,how can I list your available payment methods?,check_payment_methods,PAYMENT,BIL,2520,train,False,False
5554,i dont know what to do to list ur available payment methods,check_payment_methods,PAYMENT,BLQ,2801,train,True,False
5555,I try to check the payment methods,check_payment_methods,PAYMENT,BL,2802,train,True,False
5556,I try to check the available payment modalities,check_payment_methods,PAYMENT,BL,2489,train,False,False
5557,accepted payment methods,check_payment_methods,PAYMENT,BKL,2477,val,False,False
5558,I want assistance to see what payment methods are available,check_payment_methods,PAYMENT,BL,2523,train,False,False
5559,help to list the payment emthods,check_payment_methods,PAYMENT,BLZ,2636,train,False,False
5560,I want help to see your payment modalities,check_payment_methods,PAYMENT,BL,2558,val,True,False
5561,I want assistance to check the available payment modalities,check_payment_methods,PAYMENT,BL,2489,train,False,False
5562,ehlp to check ur allowed payment modalities,check_payment_methods,PAYMENT,BLQZ,2803,test,True,False
5563,I am trying to see the payment options,check_payment_methods,PAYMENT,BL,2804,train,True,False
5564,want help seeing the accepted payment methods,check_payment_methods,PAYMENT,BLQ,2477,val,False,False
5565,help me to check ur available payment modalities,check_payment_methods,PAYMENT,BLQ,2489,train,False,False
